X,Y,AGEB
-96.7778284304112,16.9845345199238,2002300010036
-96.7777022599132,16.9844743702841,2002300010036
-96.7774672795404,16.984325050347,2002300010036
-96.777008950099,16.9840195201914,2002300010036
-96.7767805697622,16.9838461701484,2002300010036
-96.7765173102631,16.9835613203629,2002300010036
-96.7759072803429,16.9834848795613,2002300010036
-96.7753698500268,16.9831538902072,2002300010036
-96.7749416899566,16.9829333196757,2002300010036
-96.7748149102067,16.9828743802405,2002300010036
-96.7745687395484,16.98283099955,2002300010036
-96.7743363198638,16.9827900601038,2002300010036
-96.7741903998328,16.9827288200565,2002300010036
-96.773719509914,16.9823654201595,2002300010036
-96.7734269397643,16.9823254304385,2002300010036
-96.7730485996699,16.982280769602,2002300010036
-96.772984020443,16.9822768596945,2002300010036
-96.7879145400646,17.0086967700481,2002300010040
-96.7878232298684,17.0084528802052,2002300010040
-96.7876769100536,17.008213049851,2002300010040
-96.7876169695976,17.0080405704093,2002300010040
-96.7876007698301,17.0078642498455,2002300010040
-96.787595690061,17.0078089799199,2002300010040
-96.7875166301624,17.0075681096411,2002300010040
-96.7874182600515,17.0073809396554,2002300010040
-96.7872725404164,17.0071533500257,2002300010040
-96.7871317203239,17.0068784603451,2002300010040
-96.7870448497459,17.0066580498445,2002300010040
-96.7869876498679,17.0064934597343,2002300010040
-96.7869047495504,17.0063575797251,2002300010040
-96.7868102895648,17.0062184803754,2002300010040
-96.7867344504589,17.0061616796392,2002300010040
-96.7866919403683,17.0060876202188,2002300010040
-96.7866708195674,17.0060504298905,2002300010040
-96.7865951804741,17.0058743498112,2002300010040
-96.7865127199837,17.0056715103547,2002300010040
-96.7863877103272,17.0054214198859,2002300010040
-96.7862042299301,17.0049350002394,2002300010040
-96.7860238301437,17.0044989800418,2002300010040
-96.7859641701211,17.0044486802662,2002300010040
-96.7855124603655,17.004065829573,2002300010040
-96.7849301400476,17.0035656903045,2002300010040
-96.7847285500203,17.0033842003835,2002300010040
-96.7845607999412,17.0031683398008,2002300010040
-96.7842436002339,17.0028145396756,2002300010040
-96.7841385497935,17.002719600192,2002300010040
-96.7842557800711,17.0027539799452,2002300010040
-96.7843591704,17.0027468295722,2002300010040
-96.7845572503371,17.0027379503818,2002300010040
-96.784610249702,17.0027338001517,2002300010040
-96.7846807398712,17.0027282603341,2002300010040
-96.7848019203879,17.0026838901336,2002300010040
-96.7848557404504,17.0026480501049,2002300010040
-96.7849098496619,17.0026055796531,2002300010040
-96.7849234203314,17.0025917103655,2002300010040
-96.7850006896189,17.0025116301661,2002300010040
-96.7851114902925,17.0024114000202,2002300010040
-96.7851995695782,17.0023465103449,2002300010040
-96.785288819542,17.0022875803496,2002300010040
-96.7853858903535,17.0022574003273,2002300010040
-96.7854341995631,17.0022652799775,2002300010040
-96.7856247702742,17.0023094604083,2002300010040
-96.7858079997226,17.0023588200321,2002300010040
-96.7859146004386,17.0024674603084,2002300010040
-96.7861498501841,17.002698779756,2002300010040
-96.7862465095936,17.0027710897035,2002300010040
-96.7863356001322,17.0028245699818,2002300010040
-96.7864598501642,17.0028746897024,2002300010040
-96.7865452604074,17.0029093697273,2002300010040
-96.7866537199573,17.0029743199062,2002300010040
-96.786831549928,17.0031112796803,2002300010040
-96.7869934497229,17.0032780498366,2002300010040
-96.7870220502942,17.0033008501975,2002300010040
-96.7871149199997,17.0033749096188,2002300010040
-96.787217599909,17.0034567702883,2002300010040
-96.7873688802284,17.0035296798305,2002300010040
-96.7875225795814,17.0035841696043,2002300010040
-96.7880341096933,17.0036137504266,2002300010040
-96.7881208000209,17.0036128597213,2002300010040
-96.7883781401788,17.0036231497221,2002300010040
-96.7888538301268,17.0036720496808,2002300010040
-96.7892965799951,17.0036791100665,2002300010040
-96.789675890291,17.0036901701977,2002300010040
-96.790397280322,17.0037324800987,2002300010040
-96.7906648003565,17.0037491700216,2002300010040
-96.791339110427,17.003728909972,2002300010040
-96.7914195096014,17.0037297802655,2002300010040
-96.7915589801577,17.0037312900568,2002300010040
-96.7918553404272,17.0037345197751,2002300010040
-96.7922688202333,17.0037389998108,2002300010040
-96.7925489195389,17.0037378503461,2002300010040
-96.7929328603469,17.003735780251,2002300010040
-96.7934021495864,17.0037305101191,2002300010040
-96.7937744796351,17.0037213202202,2002300010040
-96.7944348600795,17.0037050301215,2002300010040
-96.7950272903712,17.0036912296457,2002300010040
-96.7953099496826,17.0036846296062,2002300010040
-96.7955081804695,17.0036982796696,2002300010040
-96.7960521498036,17.0037419797082,2002300010040
-96.7965326799212,17.0037806003677,2002300010040
-96.7974519204448,17.0038686903062,2002300010040
-96.7977765798141,17.0039043799302,2002300010040
-96.7982415704404,17.0039452004643,2002300010040
-96.798423719923,17.0039596501464,2002300010040
-96.7990082497735,17.0039980895704,2002300010040
-96.7994380298746,17.004020709615,2002300010040
-96.800340779852,17.0040466202191,2002300010040
-96.8004324902653,17.0040488903373,2002300010040
-96.800594999789,17.004052910236,2002300010040
-96.8013652602359,17.0040470797377,2002300010040
-96.8013185402216,17.0042581097028,2002300010040
-96.8011547198595,17.0047981396691,2002300010040
-96.8011278896208,17.0049133797454,2002300010040
-96.8010553098518,17.0052032202345,2002300010040
-96.8010359696799,17.0053010503887,2002300010040
-96.80102476989,17.0056370495748,2002300010040
-96.8010243703584,17.0056421196968,2002300010040
-96.8010239798291,17.0056472000698,2002300010040
-96.8010184202447,17.0057209201205,2002300010040
-96.8010145998652,17.0057710899601,2002300010040
-96.8009896802466,17.0060999403427,2002300010040
-96.8009656002412,17.0065588795838,2002300010040
-96.8008973399019,17.0067747198551,2002300010040
-96.8008340799526,17.0069747398922,2002300010040
-96.8006702501043,17.0069707104127,2002300010040
-96.8000405496302,17.0069638896102,2002300010040
-96.7999873495765,17.0069715199223,2002300010040
-96.79983628043,17.0069931800188,2002300010040
-96.799603599673,17.0069591696373,2002300010040
-96.7992690897463,17.0069135402746,2002300010040
-96.7990836001309,17.0068940201947,2002300010040
-96.7989708201825,17.0068877698694,2002300010040
-96.7990691197563,17.0071613701606,2002300010040
-96.799174800433,17.0074777698603,2002300010040
-96.7990501599935,17.0076746026535,2002300010040
-96.7990005953831,17.0077432502207,2002300010040
-96.7987950744199,17.0080366070688,2002300010040
-96.7984705003495,17.0084805219601,2002300010040
-96.7983701988024,17.0086177010411,2002300010040
-96.7982293178532,17.0088103812333,2002300010040
-96.7981348502275,17.0087826003309,2002300010040
-96.7980254203668,17.0086949996942,2002300010040
-96.7980351432211,17.0100727667905,2002300010040
-96.7980056241836,17.0105250061568,2002300010040
-96.7979763038544,17.0109741877336,2002300010040
-96.7979498445345,17.0112146692265,2002300010040
-96.7978847015544,17.0116728890613,2002300010040
-96.7978754592157,17.0117379047765,2002300010040
-96.7978494990765,17.0120309878864,2002300010040
-96.7977748711265,17.0123630034308,2002300010040
-96.7977565202622,17.012522864257,2002300010040
-96.7977267731378,17.0127819908905,2002300010040
-96.7976736632668,17.0131362708973,2002300010040
-96.7975627892552,17.0137219639586,2002300010040
-96.7975154412581,17.0139720816119,2002300010040
-96.7973689459859,17.0146319701294,2002300010040
-96.7973129726274,17.0149698969856,2002300010040
-96.7972085698298,17.0151906301015,2002300010040
-96.7970429704359,17.0155411696971,2002300010040
-96.7969007400487,17.0164086803738,2002300010040
-96.796788199616,17.0165455100566,2002300010040
-96.796567970444,17.0166427396013,2002300010040
-96.7962286301647,17.0167584303599,2002300010040
-96.7961017995531,17.016821779902,2002300010040
-96.7960004002562,17.0169140202673,2002300010040
-96.7959350202251,17.0170256601123,2002300010040
-96.7958860601648,17.0171171500937,2002300010040
-96.7958306803597,17.0171347097301,2002300010040
-96.7957288204369,17.0170416902316,2002300010040
-96.7956973200163,17.017012939593,2002300010040
-96.7952103998403,17.0168708500391,2002300010040
-96.7950245396309,17.0166670829751,2002300010040
-96.7947477100749,17.0163635801093,2002300010040
-96.794450480395,17.0159706902146,2002300010040
-96.7940537997088,17.0152781248433,2002300010040
-96.7938940298952,17.0150492053061,2002300010040
-96.7937914748517,17.0149151502202,2002300010040
-96.7936758296665,17.0147885999896,2002300010040
-96.7934077099711,17.0144951399021,2002300010040
-96.7931844272352,17.0142589831777,2002300010040
-96.7930795204497,17.0141480350176,2002300010040
-96.792850286548,17.0139165399888,2002300010040
-96.7927325204437,17.0138007500644,2002300010040
-96.7924481997915,17.0135863199068,2002300010040
-96.7924443398869,17.0135834595446,2002300010040
-96.7924404799483,17.0135806000845,2002300010040
-96.7923172898308,17.0135019998193,2002300010040
-96.791973905234,17.0132741997417,2002300010040
-96.7918751502516,17.0132108899238,2002300010040
-96.7917205199298,17.0130783098799,2002300010040
-96.7916202495993,17.0129599798234,2002300010040
-96.7914364198032,17.0127522504435,2002300010040
-96.7912344796126,17.0125254302241,2002300010040
-96.7911895800147,17.0124321102966,2002300010040
-96.7911715498959,17.0123946199732,2002300010040
-96.7911266897153,17.0122575704282,2002300010040
-96.7910352500457,17.0117774297596,2002300010040
-96.7909718800974,17.0115848502376,2002300010040
-96.7907483498102,17.011351179965,2002300010040
-96.7906656003397,17.0112707701378,2002300010040
-96.7904579803677,17.0110756196291,2002300010040
-96.7903510597066,17.0109528830071,2002300010040
-96.7901578496342,17.0107783502745,2002300010040
-96.7900350295452,17.0107001199693,2002300010040
-96.7896760501588,17.0105254804077,2002300010040
-96.7891949103417,17.0104086603912,2002300010040
-96.7889610003746,17.0102606600664,2002300010040
-96.7887917201736,17.0101014299583,2002300010040
-96.7887033198822,17.0100265497382,2002300010040
-96.7884284499845,17.0097755402429,2002300010040
-96.7882692499495,17.0096045102092,2002300010040
-96.7881322297339,17.0094432497576,2002300010040
-96.7880529998663,17.0092860902992,2002300010040
-96.7880030500903,17.009130460062,2002300010040
-96.7879738598551,17.0089022899193,2002300010040
-96.7879145400646,17.0086967700481,2002300010040
-96.7841385497935,17.002719600192,2002300010055
-96.7840413398903,17.0026909501882,2002300010055
-96.7838294302024,17.0026555500697,2002300010055
-96.7835491996623,17.002657230425,2002300010055
-96.7834126802573,17.0026812800807,2002300010055
-96.7832794604697,17.0027047197555,2002300010055
-96.7829492796568,17.0027697798282,2002300010055
-96.7823819803892,17.0028030203975,2002300010055
-96.7819646200092,17.0028829098384,2002300010055
-96.7817090302752,17.0029264501517,2002300010055
-96.7809167495375,17.002887519975,2002300010055
-96.7802758896779,17.0027901102775,2002300010055
-96.7799418296331,17.0027596799726,2002300010055
-96.7796231096386,17.0027196498969,2002300010055
-96.7793551801442,17.0025922001053,2002300010055
-96.7791921496636,17.0024123501454,2002300010055
-96.778745220307,17.0019998499782,2002300010055
-96.7787506299182,17.0019453100543,2002300010055
-96.7787697503547,17.0018081803205,2002300010055
-96.7788208197756,17.0016225103767,2002300010055
-96.7788731099214,17.001432539957,2002300010055
-96.7789147802189,17.0012944200674,2002300010055
-96.7789422900227,17.0011676803083,2002300010055
-96.7789752501092,17.0010910596754,2002300010055
-96.7790581995662,17.0009752302549,2002300010055
-96.7791421403624,17.0008580597562,2002300010055
-96.7792514898661,17.0007514797516,2002300010055
-96.7793581795716,17.000700659619,2002300010055
-96.7794487698102,17.0006816196811,2002300010055
-96.7794560297824,17.0005872600812,2002300010055
-96.7794931100287,17.0003147202689,2002300010055
-96.7795723698302,16.9999742200408,2002300010055
-96.7796285395285,16.9994297104019,2002300010055
-96.7796810803675,16.999224109692,2002300010055
-96.7796663201937,16.9984003198406,2002300010055
-96.7796844199333,16.9978827696783,2002300010055
-96.7797092500267,16.9971682001385,2002300010055
-96.7797142595373,16.9968783802365,2002300010055
-96.7797385497127,16.9963246302464,2002300010055
-96.7797671496486,16.9961606299116,2002300010055
-96.779713460348,16.9961364596725,2002300010055
-96.7796222003185,16.9961062502899,2002300010055
-96.7793656604708,16.9960213099321,2002300010055
-96.7794687698894,16.9958246000253,2002300010055
-96.7795300903677,16.9957076297773,2002300010055
-96.7795370198758,16.9955029996223,2002300010055
-96.7795279202244,16.995321290185,2002300010055
-96.7793921695839,16.9944293499884,2002300010055
-96.7792603799,16.9941594802441,2002300010055
-96.7791505401288,16.9939859401241,2002300010055
-96.7788577097971,16.993742310015,2002300010055
-96.7786766895756,16.9935835803179,2002300010055
-96.7786266904522,16.9935052801737,2002300010055
-96.7785926001882,16.9934518797896,2002300010055
-96.7785596003594,16.993268879825,2002300010055
-96.7785634498362,16.9932299797762,2002300010055
-96.778580310251,16.9928379502328,2002300010055
-96.7786231202329,16.9925706297726,2002300010055
-96.7786383798608,16.9917037703392,2002300010055
-96.7786272799679,16.991619909691,2002300010055
-96.7786017803467,16.9915247098036,2002300010055
-96.778648720217,16.9912464598818,2002300010055
-96.778678260337,16.9901946003924,2002300010055
-96.7786988299935,16.9896091699766,2002300010055
-96.7786933095366,16.9888143104022,2002300010055
-96.7786939802597,16.9888040802247,2002300010055
-96.7787145702326,16.9884881996766,2002300010055
-96.7787605395686,16.9873784499586,2002300010055
-96.7787810498128,16.9868543698677,2002300010055
-96.7788887703056,16.9855501197366,2002300010055
-96.7791495404478,16.9850945496036,2002300010055
-96.7792920304371,16.9851352197993,2002300010055
-96.7796889995732,16.9852678199705,2002300010055
-96.7799599702777,16.9853385998865,2002300010055
-96.7802024199775,16.9854748898483,2002300010055
-96.7803156895505,16.9857213799622,2002300010055
-96.780469449806,16.9859595698609,2002300010055
-96.7806049801897,16.9860175104304,2002300010055
-96.7808914900283,16.9860343202231,2002300010055
-96.7812985401697,16.9861482200604,2002300010055
-96.7814189503992,16.986206740413,2002300010055
-96.7815395397332,16.9862509501656,2002300010055
-96.7816320803554,16.9862860799397,2002300010055
-96.7817254897129,16.9862929100438,2002300010055
-96.7818425399364,16.986340550166,2002300010055
-96.7819671401598,16.9865159100507,2002300010055
-96.7820211202868,16.9867977499874,2002300010055
-96.782022199821,16.9869630600932,2002300010055
-96.782032629738,16.9871023495606,2002300010055
-96.7820462001327,16.9872300898377,2002300010055
-96.7820747402215,16.9873666804056,2002300010055
-96.7820849396578,16.9874154495663,2002300010055
-96.782121799839,16.987468679998,2002300010055
-96.7821839996543,16.9875585199423,2002300010055
-96.7822969204013,16.9875794600747,2002300010055
-96.7823842902425,16.9877336301991,2002300010055
-96.7824571998289,16.9879073802457,2002300010055
-96.7824932304043,16.9880302804357,2002300010055
-96.7825218497212,16.9881458796562,2002300010055
-96.7825473502599,16.9883155196056,2002300010055
-96.7824886504314,16.9884193500392,2002300010055
-96.7824718001054,16.9885776904182,2002300010055
-96.7825283501653,16.9888665397736,2002300010055
-96.7825182299488,16.9890898304238,2002300010055
-96.7826899796358,16.9891421399288,2002300010055
-96.7828916299863,16.989201969581,2002300010055
-96.7830415102005,16.9892036003251,2002300010055
-96.7831836299518,16.9892267700341,2002300010055
-96.7831909501313,16.9893204603384,2002300010055
-96.783293030323,16.9893681696655,2002300010055
-96.7835225796916,16.9894275201216,2002300010055
-96.7836383995574,16.9895045797873,2002300010055
-96.7837367104224,16.9896016303525,2002300010055
-96.7838223397439,16.9897091797799,2002300010055
-96.7839041497432,16.9898194499727,2002300010055
-96.7839272195712,16.989871570408,2002300010055
-96.7839593401798,16.9899441203562,2002300010055
-96.7840184800276,16.9900670799024,2002300010055
-96.7841289801759,16.9901510802711,2002300010055
-96.7842862196592,16.9901564298438,2002300010055
-96.7844104500184,16.9901478297934,2002300010055
-96.7845344898924,16.9901541495903,2002300010055
-96.7847098603992,16.9901958601275,2002300010055
-96.7848436800692,16.9902520000992,2002300010055
-96.7849672003853,16.9903030803045,2002300010055
-96.7851062297906,16.9903543202762,2002300010055
-96.7852500896258,16.990435449656,2002300010055
-96.7853884298285,16.9905463500671,2002300010055
-96.7854224798479,16.990730720089,2002300010055
-96.7854887698542,16.990811020336,2002300010055
-96.7856683101234,16.9909372802057,2002300010055
-96.7860697802742,16.9911777500736,2002300010055
-96.7862834802683,16.9914784600735,2002300010055
-96.7864811202219,16.9918237401615,2002300010055
-96.7866172499039,16.9921235999149,2002300010055
-96.7866980200037,16.9922935500638,2002300010055
-96.7867219498471,16.9924579096484,2002300010055
-96.786688750214,16.9926415400525,2002300010055
-96.7867690496113,16.9929337499879,2002300010055
-96.7869316497481,16.9931547998617,2002300010055
-96.7870905500002,16.993378450048,2002300010055
-96.7871764198768,16.9934858502656,2002300010055
-96.7873360302349,16.9937223796021,2002300010055
-96.7875455403945,16.9938951204327,2002300010055
-96.7876955804463,16.9941244303697,2002300010055
-96.7877810499686,16.9942321397417,2002300010055
-96.7878486199509,16.994351020439,2002300010055
-96.7878941102444,16.9944792496628,2002300010055
-96.7879011395964,16.9946145696343,2002300010055
-96.7879776003482,16.9947283802082,2002300010055
-96.7880395696449,16.9948500496048,2002300010055
-96.7881099099673,16.994967430117,2002300010055
-96.7881694300754,16.995090219781,2002300010055
-96.7882319397375,16.9952116596528,2002300010055
-96.788246060158,16.9953464600003,2002300010055
-96.7882669197241,16.9954804798709,2002300010055
-96.788250620007,16.9956150598509,2002300010055
-96.7882723495247,16.9957489403904,2002300010055
-96.7883030195697,16.995881199663,2002300010055
-96.7883327201794,16.9960136499789,2002300010055
-96.7883795202439,16.9961414302009,2002300010055
-96.7884579703987,16.9962539797785,2002300010055
-96.7885648195457,16.9963422301287,2002300010055
-96.788694600046,16.9963948002668,2002300010055
-96.7888317200922,16.9964256803898,2002300010055
-96.7889640298096,16.9964720903642,2002300010055
-96.7891009799273,16.9965036201198,2002300010055
-96.7892415199586,16.9965122898408,2002300010055
-96.7893823199181,16.9965138303336,2002300010055
-96.7895231396376,16.9965153695777,2002300010055
-96.7897171202093,16.9965014797221,2002300010055
-96.7898660897872,16.9964733399028,2002300010055
-96.7899464296082,16.996486109639,2002300010055
-96.7900133702882,16.9965880500039,2002300010055
-96.7900855696245,16.9967674603456,2002300010055
-96.7901328002599,16.9969644501003,2002300010055
-96.7902419402596,16.9971621097437,2002300010055
-96.790246820003,16.9972752900334,2002300010055
-96.7902401699583,16.9974581998155,2002300010055
-96.7903169203181,16.9976332897801,2002300010055
-96.7904518201755,16.9977478801762,2002300010055
-96.7905753096431,16.9977790002528,2002300010055
-96.7906807401113,16.997911370312,2002300010055
-96.7907425702841,16.9980331201195,2002300010055
-96.7908192300305,16.9981467696453,2002300010055
-96.7908870896022,16.9982655098363,2002300010055
-96.7909736897674,16.9983723496968,2002300010055
-96.7910179102236,16.9984624196635,2002300010055
-96.7910823398439,16.9985184798467,2002300010055
-96.790618030012,16.9985476297511,2002300010055
-96.790322079734,16.9985927999855,2002300010055
-96.7893079199221,16.9985942799342,2002300010055
-96.7891414897185,16.9985939098666,2002300010055
-96.7890108496466,16.9985922900602,2002300010055
-96.7886751697687,16.9985881496407,2002300010055
-96.7886736802385,16.9987021996781,2002300010055
-96.7886604897309,16.9993395195687,2002300010055
-96.7886684195797,16.99985411971,2002300010055
-96.7886626300365,17.0007443802001,2002300010055
-96.7886244595483,17.0016163802527,2002300010055
-96.7886010897225,17.0020246602925,2002300010055
-96.7886248801123,17.0020445404418,2002300010055
-96.7886988801758,17.0021710501625,2002300010055
-96.7888388495724,17.0023034499464,2002300010055
-96.7890213499863,17.0024312802066,2002300010055
-96.7890750895896,17.0024548202593,2002300010055
-96.7891465995577,17.0024861200673,2002300010055
-96.7897060202354,17.002722369912,2002300010055
-96.7897314502855,17.0027382195845,2002300010055
-96.7899720297161,17.002911879581,2002300010055
-96.7901600202313,17.0029722296726,2002300010055
-96.7902991503544,17.0030618803438,2002300010055
-96.7903714004575,17.003106709636,2002300010055
-96.7905158595429,17.0032028798375,2002300010055
-96.7906779798249,17.0032849997197,2002300010055
-96.7907530498353,17.0033220899661,2002300010055
-96.7909120903111,17.0034365701375,2002300010055
-96.7912186898344,17.0036122500925,2002300010055
-96.7913462199238,17.0036868798978,2002300010055
-96.7914195096014,17.0037297802655,2002300010055
-96.791339110427,17.003728909972,2002300010055
-96.7906648003565,17.0037491700216,2002300010055
-96.790397280322,17.0037324800987,2002300010055
-96.789675890291,17.0036901701977,2002300010055
-96.7892965799951,17.0036791100665,2002300010055
-96.7888538301268,17.0036720496808,2002300010055
-96.7883781401788,17.0036231497221,2002300010055
-96.7881208000209,17.0036128597213,2002300010055
-96.7880341096933,17.0036137504266,2002300010055
-96.7875225795814,17.0035841696043,2002300010055
-96.7873688802284,17.0035296798305,2002300010055
-96.787217599909,17.0034567702883,2002300010055
-96.7871149199997,17.0033749096188,2002300010055
-96.7870220502942,17.0033008501975,2002300010055
-96.7869934497229,17.0032780498366,2002300010055
-96.786831549928,17.0031112796803,2002300010055
-96.7866537199573,17.0029743199062,2002300010055
-96.7865452604074,17.0029093697273,2002300010055
-96.7864598501642,17.0028746897024,2002300010055
-96.7863356001322,17.0028245699818,2002300010055
-96.7862465095936,17.0027710897035,2002300010055
-96.7861498501841,17.002698779756,2002300010055
-96.7859146004386,17.0024674603084,2002300010055
-96.7858079997226,17.0023588200321,2002300010055
-96.7856247702742,17.0023094604083,2002300010055
-96.7854341995631,17.0022652799775,2002300010055
-96.7853858903535,17.0022574003273,2002300010055
-96.785288819542,17.0022875803496,2002300010055
-96.7851995695782,17.0023465103449,2002300010055
-96.7851114902925,17.0024114000202,2002300010055
-96.7850006896189,17.0025116301661,2002300010055
-96.7849234203314,17.0025917103655,2002300010055
-96.7849098496619,17.0026055796531,2002300010055
-96.7848557404504,17.0026480501049,2002300010055
-96.7848019203879,17.0026838901336,2002300010055
-96.7846807398712,17.0027282603341,2002300010055
-96.784610249702,17.0027338001517,2002300010055
-96.7845572503371,17.0027379503818,2002300010055
-96.7843591704,17.0027468295722,2002300010055
-96.7842557800711,17.0027539799452,2002300010055
-96.7841385497935,17.002719600192,2002300010055
-96.7737928200431,16.9975988799341,2002300010074
-96.7735744498022,16.9977562300343,2002300010074
-96.7735099198622,16.9978190902541,2002300010074
-96.7732643099508,16.9980888497345,2002300010074
-96.7731420296979,16.9982231402939,2002300010074
-96.7728354299155,16.9985711700836,2002300010074
-96.7728223098947,16.9985895499624,2002300010074
-96.7726638004129,16.998470179609,2002300010074
-96.7724447100679,16.9984007397136,2002300010074
-96.772278219987,16.9983593801507,2002300010074
-96.7720863699791,16.9983117402621,2002300010074
-96.7720586603758,16.9983024300498,2002300010074
-96.7722360599098,16.9970190197251,2002300010074
-96.7723835196624,16.9970352300299,2002300010074
-96.7724667996701,16.9970441404086,2002300010074
-96.7725665695492,16.9970692896888,2002300010074
-96.7727995498466,16.997111940169,2002300010074
-96.7730321498574,16.9971866302958,2002300010074
-96.7736299100965,16.9974096498913,2002300010074
-96.7737499701532,16.9974510801919,2002300010074
-96.7738683403829,16.9975617195678,2002300010074
-96.7737928200431,16.9975988799341,2002300010074
-96.6943833798745,16.9190998603394,205650006025A
-96.6943284800811,16.9190790295898,205650006025A
-96.6940704550219,16.9189896197381,205650006025A
-96.6939006875556,16.9189317553111,205650006025A
-96.6934769396255,16.9187873209813,205650006025A
-96.6930716603007,16.9186491797609,205650006025A
-96.692966659287,16.9186047780792,205650006025A
-96.6926598295816,16.9184750288055,205650006025A
-96.6920495797398,16.9182169695414,205650006025A
-96.6917576297427,16.918134825152,205650006025A
-96.6916993198693,16.918133193791,205650006025A
-96.6915155750048,16.9180893198611,205650006025A
-96.6917493096415,16.9169559400651,205650006025A
-96.6920188904525,16.9170055096927,205650006025A
-96.6923098595516,16.917061600123,205650006025A
-96.6925850195372,16.9171417702344,205650006025A
-96.6924933402699,16.9165403501239,205650006025A
-96.6921482597275,16.9164035004474,205650006025A
-96.6922136196381,16.9162646800336,205650006025A
-96.6923420941536,16.9159846623115,205650006025A
-96.6926463700051,16.9153214899275,205650006025A
-96.6929981592928,16.9153591502946,205650006025A
-96.6932624300698,16.9147518497394,205650006025A
-96.6937587998784,16.9149199403319,205650006025A
-96.6939846203835,16.9142614499937,205650006025A
-96.6941902303628,16.9142180499614,205650006025A
-96.6944999892365,16.9140733506436,205650006025A
-96.694593060365,16.9140097467189,205650006025A
-96.6950215895765,16.9137020001171,205650006025A
-96.6952167528165,16.9135581541524,205650006025A
-96.6958726203937,16.9130747397763,205650006025A
-96.6965897195454,16.9141003500147,205650006025A
-96.6967182295491,16.9143415103614,205650006025A
-96.6968611401441,16.9148112898154,205650006025A
-96.6969153202539,16.9152714300468,205650006025A
-96.697042739928,16.9163532801062,205650006025A
-96.6971104003701,16.9172493500511,205650006025A
-96.6970203801914,16.9175885797968,205650006025A
-96.6968474803469,16.9178902899735,205650006025A
-96.6956633807101,16.9190741636577,205650006025A
-96.695531720036,16.9190949704517,205650006025A
-96.6955053744521,16.9190991398081,205650006025A
-96.6946614251481,16.9190868600706,205650006025A
-96.6944927101555,16.9191190254406,205650006025A
-96.6943833798745,16.9190998603394,205650006025A
-96.7053881101102,16.9399812498218,2056500060118
-96.7052060297316,16.9389575998201,2056500060118
-96.7051051100357,16.9382804896193,2056500060118
-96.7046637403316,16.9357648902369,2056500060118
-96.7045312801528,16.9350084798761,2056500060118
-96.7044579499964,16.9345548202817,2056500060118
-96.7039998896905,16.9319029702366,2056500060118
-96.7038975796702,16.9312819398888,2056500060118
-96.7037260796629,16.9302774198109,2056500060118
-96.703832199857,16.9304092796104,2056500060118
-96.7037940495344,16.9302330902609,2056500060118
-96.7037609803856,16.9296439499631,2056500060118
-96.7037730696634,16.9294815100597,2056500060118
-96.7038375748227,16.9292753500799,2056500060118
-96.704003439781,16.9287620600786,2056500060118
-96.7042983800508,16.9281776304248,2056500060118
-96.7047860092083,16.927636050041,2056500060118
-96.7049934502718,16.9274332002872,2056500060118
-96.7051324968774,16.9272972001192,2056500060118
-96.7056470803241,16.9288822302161,2056500060118
-96.7058185695622,16.9293672001014,2056500060118
-96.7060074197161,16.929779950414,2056500060118
-96.706612980005,16.9310838804212,2056500060118
-96.7067141799076,16.9313017703372,2056500060118
-96.7061613496321,16.9314389500418,2056500060118
-96.7062812199739,16.9317878303471,2056500060118
-96.7072658502112,16.9321540598208,2056500060118
-96.7076915198325,16.9323163495953,2056500060118
-96.7076721100767,16.9324163695834,2056500060118
-96.7074808720647,16.9334009391768,2056500060118
-96.7074031096168,16.9338012901779,2056500060118
-96.707341029873,16.9341125996318,2056500060118
-96.7073657900983,16.9342001503271,2056500060118
-96.7074222798207,16.9343705396414,2056500060118
-96.7075991703246,16.9344354296217,2056500060118
-96.7077807100369,16.934505820121,2056500060118
-96.7080206899682,16.9346626400374,2056500060118
-96.7079960801682,16.9348177196851,2056500060118
-96.7079181195849,16.9349394297569,2056500060118
-96.707714659837,16.9352517500273,2056500060118
-96.7076349397332,16.9355205396968,2056500060118
-96.7076005502255,16.9359042303235,2056500060118
-96.7073005797764,16.9365403098315,2056500060118
-96.7071388599766,16.9369641196952,2056500060118
-96.7071646004263,16.9371705402148,2056500060118
-96.7072133503417,16.9373001397841,2056500060118
-96.7072035095865,16.9374210300062,2056500060118
-96.7070987695509,16.9376739698208,2056500060118
-96.7070924300523,16.9378513696407,2056500060118
-96.7070991396152,16.9379885702943,2056500060118
-96.7068657400778,16.9380038903969,2056500060118
-96.7068008303514,16.9380313197493,2056500060118
-96.7067130196413,16.9380598600114,2056500060118
-96.7067996002944,16.9386935703079,2056500060118
-96.7068505500587,16.9387148002616,2056500060118
-96.707584920409,16.9387203700933,2056500060118
-96.7078986799118,16.9387747202461,2056500060118
-96.7078776597028,16.9388450202629,2056500060118
-96.7078151912953,16.9390990025953,2056500060118
-96.7078022197942,16.9391517401867,2056500060118
-96.7074770500062,16.9405759403596,2056500060118
-96.7074230501277,16.9408340198471,2056500060118
-96.7053881101102,16.9399812498218,2056500060118
-96.7016753497773,16.9383790895645,2056500060122
-96.701272520107,16.9381977996837,2056500060122
-96.7009618198934,16.9380544204179,2056500060122
-96.7011070895457,16.9373971499408,2056500060122
-96.7012311502664,16.9368359197951,2056500060122
-96.7013242904711,16.9362925395705,2056500060122
